이름,artist,image,link,month,producer,rank_status,ranking,sales_volume,title
SQUARE ONE,BLACKPINK,https://circlechart.kr/uploadDir/albumImg/thumb/613B0565EC29445CBC57532C718BDA02.jpg,https://circlechart.kr/data/api/chart/global?termGbn=month&yyyymmdd=202206,2206,YG PLUS,-19,115,,붐바야
스물다섯 스물하나 OST Part 4,원슈타인 (Wonstein),https://circlechart.kr/uploadDir/albumImg/thumb/20220302_028AE2D2168B4AD3E4A2A9E3E84F8C1D.jpg,https://circlechart.kr/data/api/chart/global?termGbn=month&yyyymmdd=202206,2206,"스튜디오 마음C, 화앤담픽쳐스",-77,145,,존재만으로
Formula of Love: O+T=<3,TWICE,https://circlechart.kr/uploadDir/albumImg/thumb/20211116_A45B8F681C8EBF5BECF6341DFDD2C9D9.jpg,https://circlechart.kr/data/api/chart/global?termGbn=month&yyyymmdd=202206,2206,JYP Entertainment,-44,119,,SCIENTIST
SOLO,제니 (JENNIE),https://circlechart.kr/uploadDir/albumImg/thumb/107456024A4F4E098B55BFB0B1651664.png,https://circlechart.kr/data/api/chart/global?termGbn=month&yyyymmdd=202206,2206,YG Entertainment,-12,118,,SOLO
MAP OF THE SOUL : 7,방탄소년단,https://circlechart.kr/uploadDir/albumImg/thumb/20200225_D9AD82E75D183CCBAD2AE6F76C66B028.jpg,https://circlechart.kr/data/api/chart/global?termGbn=month&yyyymmdd=202206,2206,BIGHIT MUSIC / HYBE,hot,134,,Jamais Vu
Next Level,aespa,https://circlechart.kr/uploadDir/albumImg/thumb/20210525_A3CFD2B20B1744E5F00282EFEC80F05A.jpg,https://circlechart.kr/data/api/chart/global?termGbn=month&yyyymmdd=202206,2206,SM Entertainment,-5,34,,Next Level
DOUBLAST,Kep1er (케플러),https://circlechart.kr/uploadDir/albumImg/thumb/20220628_20A2E0D4AE0CFBC6198292C73CA84D62.jpg,https://circlechart.kr/data/api/chart/global?termGbn=month&yyyymmdd=202206,2206,"WAKEONE, 스윙엔터테인먼트",new,64,,Up!
조영수 리메이크 프로젝트 Part.2,케이시 (Kassy),https://circlechart.kr/uploadDir/albumImg/thumb/20220215_DE6D7DB2204F0487414F1A1017FEF812.jpg,https://circlechart.kr/data/api/chart/global?termGbn=month&yyyymmdd=202206,2206,도토리뮤직,-45,132,,언제나 사랑해
Eyes wide open,TWICE,https://circlechart.kr/uploadDir/albumImg/thumb/20201103_E8259FC0B88E19749BB7B8F988A4EEF9.jpg,https://circlechart.kr/data/api/chart/global?termGbn=month&yyyymmdd=202206,2206,JYP Entertainment,-12,70,,I CAN`T STOP ME
IM HERO,임영웅,https://circlechart.kr/uploadDir/albumImg/thumb/20220510_0EB087BCF7A161DE781E67E9731CFBBD.jpg,https://circlechart.kr/data/api/chart/global?termGbn=month&yyyymmdd=202206,2206,물고기뮤직,-34,129,,다시 만날 수 있을까
싸다9,싸이 (Psy),https://circlechart.kr/uploadDir/albumImg/thumb/20220503_13CD9427C167DC72301A4376C0F5EF3A.jpg,https://circlechart.kr/data/api/chart/global?termGbn=month&yyyymmdd=202206,2206,피네이션,-90,125,,Celeb
Weekend,태연 (TAEYEON),https://circlechart.kr/uploadDir/albumImg/thumb/20220829_40F6494AAD21CA95524D86D06234ADFF.jpg,https://circlechart.kr/data/api/chart/global?termGbn=month&yyyymmdd=202206,2206,SM Entertainment,-10,51,,Weekend
Op.22 Y-Waltz : in Major,조유리,https://circlechart.kr/uploadDir/albumImg/thumb/20220607_1B58F8A6EB3C7B1F11FF5D817119DFA1.jpg,https://circlechart.kr/data/api/chart/global?termGbn=month&yyyymmdd=202206,2206,WAKEONE,new,83,,러브 쉿!
눈이 오잖아,이무진,https://circlechart.kr/uploadDir/albumImg/thumb/20211207_24598EEB0C4C534B7D25E3D98D95BF00.jpg,https://circlechart.kr/data/api/chart/global?termGbn=month&yyyymmdd=202206,2206,쇼플레이,-33,144,,눈이 오잖아 (Feat.헤이즈)
`The ReVe Festival 2022 - Feel My Rhythm`,레드벨벳(Red Velvet),https://circlechart.kr/uploadDir/albumImg/thumb/20220329_89C39339FBB08C28009DD2E2644ACC41.jpg,https://circlechart.kr/data/api/chart/global?termGbn=month&yyyymmdd=202206,2206,SM Entertainment,-4,13,,Feel My Rhythm
strawberry moon,아이유 (IU),https://circlechart.kr/uploadDir/albumImg/thumb/20211026_D33CFAA7EA3638A96DA705C16EA71437.jpg,https://circlechart.kr/data/api/chart/global?termGbn=month&yyyymmdd=202206,2206,EDAM엔터테인먼트,-17,74,,strawberry moon
너를 생각해,주시크 (Joosiq),https://circlechart.kr/uploadDir/albumImg/thumb/20210928_24C4D405A1006A98D65A891E877E1804.jpg,https://circlechart.kr/data/api/chart/global?termGbn=month&yyyymmdd=202206,2206,뮤직레시피,-21,82,,너를 생각해
아픔을 말하는,V.O.S,https://circlechart.kr/uploadDir/albumImg/thumb/20220525_823C20A8BDBB9B16F9355BC844FB9158.jpg,https://circlechart.kr/data/api/chart/global?termGbn=month&yyyymmdd=202206,2206,말하는,hot,151,,미친 것처럼
LOVE me,BE`O (비오),https://circlechart.kr/uploadDir/albumImg/thumb/20220419_168532E6BA5811DD3729EC23AC9632C9.jpg,https://circlechart.kr/data/api/chart/global?termGbn=month&yyyymmdd=202206,2206,"BPM ENTERTAINMENT,SWING ENTERTAINMENT, 페임어스엔터테인먼트",-10,33,,LOVE me
LOVE YOURSELF 結 `Answer`,방탄소년단,https://circlechart.kr/uploadDir/albumImg/thumb/9B006A6A06274CE2A6275205083EA31E.jpg,https://circlechart.kr/data/api/chart/global?termGbn=month&yyyymmdd=202206,2206,BIGHIT MUSIC / HYBE,hot,167,,Singularity
FANCY YOU,TWICE,https://circlechart.kr/uploadDir/albumImg/thumb/6D28537388614A3A82A015F6F1E34699.jpg,https://circlechart.kr/data/api/chart/global?termGbn=month&yyyymmdd=202206,2206,JYP Entertainment,-14,73,,FANCY
Proof,방탄소년단,https://circlechart.kr/uploadDir/albumImg/thumb/20220614_4785FE5A02FDAD18478606F8D74CFF24.jpg,https://circlechart.kr/data/api/chart/global?termGbn=month&yyyymmdd=202206,2206,BIGHIT MUSIC / HYBE,new,4,,달려라 방탄
GO生,Stray Kids (스트레이 키즈),https://circlechart.kr/uploadDir/albumImg/thumb/20200623_E28D42D22700EAC15D792A1D272E4C35.jpg,https://circlechart.kr/data/api/chart/global?termGbn=month&yyyymmdd=202206,2206,JYP Entertainment,-15,136,,神메뉴
BORDER : CARNIVAL,ENHYPEN,https://circlechart.kr/uploadDir/albumImg/thumb/20210504_EF8445ABB05C006217B90F49044C2B0B.jpg,https://circlechart.kr/data/api/chart/global?termGbn=month&yyyymmdd=202206,2206,빌리프랩,-27,153,,FEVER
SQUARE UP,BLACKPINK,https://circlechart.kr/uploadDir/albumImg/thumb/F0A31FDB3B7A4E80A9BDF6F36BD7D918.png,https://circlechart.kr/data/api/chart/global?termGbn=month&yyyymmdd=202206,2206,YG Entertainment,-11,53,,뚜두뚜두 (DDU-DU DDU-DU)
YES or YES,TWICE,https://circlechart.kr/uploadDir/albumImg/thumb/8E73CC3F88D54E1CB51F755A72875817.png,https://circlechart.kr/data/api/chart/global?termGbn=month&yyyymmdd=202206,2206,JYP Entertainment,-25,183,,YES or YES
2 COOL 4 SKOOL,방탄소년단,https://circlechart.kr/uploadDir/albumImg/thumb/20220705_E011FAC90F31E6450F2B9AA2864DE232.jpg,https://circlechart.kr/data/api/chart/global?termGbn=month&yyyymmdd=202206,2206,BIGHIT MUSIC / HYBE,hot,67,,No More Dream
the collective soul and unconscious: chapter one,Billlie,https://circlechart.kr/uploadDir/albumImg/thumb/20220302_97265B15AD3773A8549D0CD8CBF925FC.jpg,https://circlechart.kr/data/api/chart/global?termGbn=month&yyyymmdd=202206,2206,미스틱스토리,-46,155,,GingaMingaYo (the strange world)
나의 X에게,경서,https://circlechart.kr/uploadDir/albumImg/thumb/20220503_D37D637ED41FEC6245D89E17163C8DF7.jpg,https://circlechart.kr/data/api/chart/global?termGbn=month&yyyymmdd=202206,2206,꿈의엔진,7,23,,나의 X에게
ODDINARY,Stray Kids (스트레이 키즈),https://circlechart.kr/uploadDir/albumImg/thumb/20220323_74C346A3C9CD0FFC4235D8595BD2A02C.jpg,https://circlechart.kr/data/api/chart/global?termGbn=month&yyyymmdd=202206,2206,JYP Entertainment,-14,36,,MANIAC
초대,멜로망스(Melomance),https://circlechart.kr/uploadDir/albumImg/thumb/20220510_6694EB947424A4D142D1E805688B14D1.jpg,https://circlechart.kr/data/api/chart/global?termGbn=month&yyyymmdd=202206,2206,어비스컴퍼니,-58,178,,초대
싸다9,싸이 (Psy),https://circlechart.kr/uploadDir/albumImg/thumb/20220503_EA561DAB55D92CDD7D04C55767887D52.jpg,https://circlechart.kr/data/api/chart/global?termGbn=month&yyyymmdd=202206,2206,피네이션,-2,3,,That That (prod. & feat. SUGA of BTS)
4th Album `Face the Sun`,세븐틴,https://circlechart.kr/uploadDir/albumImg/thumb/20220531_BFE6100E0B29484FA0549DAD279876B1.jpg,https://circlechart.kr/data/api/chart/global?termGbn=month&yyyymmdd=202206,2206,플레디스,hot,181,,Domino
MSG워너비 1집,MSG워너비(M.O.M),https://circlechart.kr/uploadDir/albumImg/thumb/20210630_E1F08A756614D4373FFC75091E26B77C.jpg,https://circlechart.kr/data/api/chart/global?termGbn=month&yyyymmdd=202206,2206,유야호,-23,128,,바라만 본다
YOU NEVER WALK ALONE,방탄소년단,https://circlechart.kr/uploadDir/albumImg/thumb/DC2BA7EA8E4847A8A1B9BB8258399DE4.jpg,https://circlechart.kr/data/api/chart/global?termGbn=month&yyyymmdd=202206,2206,BIGHIT MUSIC / HYBE,17,30,,봄날
STAYDOM,STAYC(스테이씨),https://circlechart.kr/uploadDir/albumImg/thumb/20210413_728953C983C630947BB18F91A6DAF857.jpg,https://circlechart.kr/data/api/chart/global?termGbn=month&yyyymmdd=202206,2206,하이업엔터테인먼트,-28,146,,ASAP
LOVE YOURSELF 結 `Answer`,방탄소년단,https://circlechart.kr/uploadDir/albumImg/thumb/C20AF6D3388241C5BF28312693048B94.jpg,https://circlechart.kr/data/api/chart/global?termGbn=month&yyyymmdd=202206,2206,BIGHIT MUSIC / HYBE,19,47,,Euphoria
R,로제 (ROSE),https://circlechart.kr/uploadDir/albumImg/thumb/20210316_D86DFD1641A1DACE6BE461A142808798.jpg,https://circlechart.kr/data/api/chart/global?termGbn=month&yyyymmdd=202206,2206,YG Entertainment,-3,158,,Gone
MY,미연 ((여자)아이들),https://circlechart.kr/uploadDir/albumImg/thumb/20220503_E756EED324CC5B4C1392F4B4DE97C2C2.jpg,https://circlechart.kr/data/api/chart/global?termGbn=month&yyyymmdd=202206,2206,큐브엔터테인먼트,-58,141,,Drive
minisode 2: Thursday`s Child,투모로우바이투게더,https://circlechart.kr/uploadDir/albumImg/thumb/20220517_998ED972EC1612026F13FB548FE03AF4.jpg,https://circlechart.kr/data/api/chart/global?termGbn=month&yyyymmdd=202206,2206,BIGHIT MUSIC / HYBE,-143,198,,Opening Sequence
The 1st Mini Album `Beam Of Prism`,VIVIZ (비비지),https://circlechart.kr/uploadDir/albumImg/thumb/20220216_836A1F00CBAE6C07C44F883FF975EA9A.jpg,https://circlechart.kr/data/api/chart/global?termGbn=month&yyyymmdd=202206,2206,"BPM ENTERTAINMENT, SWING ENTERTAINMENT",-43,190,,BOP BOP!
SQUARE UP,BLACKPINK,https://circlechart.kr/uploadDir/albumImg/thumb/47ED8E31109C42D986D08CDB02B8AF5F.png,https://circlechart.kr/data/api/chart/global?termGbn=month&yyyymmdd=202206,2206,YG Entertainment,-10,156,,Forever Young
Lovey Dovey,BIG Naughty (서동현),https://circlechart.kr/uploadDir/albumImg/thumb/20220510_260FF6D03B56631C79AE8527D4D167D2.jpg,https://circlechart.kr/data/api/chart/global?termGbn=month&yyyymmdd=202206,2206,H1GHR MUSIC,hot,174,,Vancouver
NEXT EPISODE,AKMU (악뮤),https://circlechart.kr/uploadDir/albumImg/thumb/20210803_A2616448EDC0B42B6EE6219659247B7F.jpg,https://circlechart.kr/data/api/chart/global?termGbn=month&yyyymmdd=202206,2206,YG Entertainment,-56,186,,낙하 (with 아이유)
LOVE SHOT - The 5th Album Repackage,EXO,https://circlechart.kr/uploadDir/albumImg/thumb/768138675D404D4AAC0A5B9131479AC0.jpg,https://circlechart.kr/data/api/chart/global?termGbn=month&yyyymmdd=202206,2206,SM Entertainment,-25,200,,Love Shot
Counting Stars,BE`O (비오),https://circlechart.kr/uploadDir/albumImg/thumb/20211221_8831BE04EC86F884189830F6DDE0FC13.jpg,https://circlechart.kr/data/api/chart/global?termGbn=month&yyyymmdd=202206,2206,페임어스 엔터테인먼트,-43,133,,Counting Stars (Feat. Beenzino)
How You Like That,BLACKPINK,https://circlechart.kr/uploadDir/albumImg/thumb/20200630_5FE17C8251AEA51A0C30792C795126E8.jpg,https://circlechart.kr/data/api/chart/global?termGbn=month&yyyymmdd=202206,2206,YG Entertainment,1,35,,How You Like That
DARK&WILD,방탄소년단,https://circlechart.kr/uploadDir/albumImg/thumb/20220705_7FA82C29B3BE231A8A4D122C2AC61E62.jpg,https://circlechart.kr/data/api/chart/global?termGbn=month&yyyymmdd=202206,2206,BIGHIT MUSIC / HYBE,hot,101,,Danger
정이라고 하자,BIG Naughty (서동현),https://circlechart.kr/uploadDir/albumImg/thumb/20220427_24B0ABFFBD95DC737CE39F2612565729.jpg,https://circlechart.kr/data/api/chart/global?termGbn=month&yyyymmdd=202206,2206,H1GHR MUSIC,1,19,,정이라고 하자 (Feat. 10CM)
LOVE YOURSELF 轉 `Tear`,방탄소년단,https://circlechart.kr/uploadDir/albumImg/thumb/C7030ECF51A54A979F6FFD2E3AB1F138.png,https://circlechart.kr/data/api/chart/global?termGbn=month&yyyymmdd=202206,2206,BIGHIT MUSIC / HYBE,16,46,,FAKE LOVE
ODDINARY,Stray Kids (스트레이 키즈),https://circlechart.kr/uploadDir/albumImg/thumb/20220323_F4FC89D026751EBFE10052203F8161F4.jpg,https://circlechart.kr/data/api/chart/global?termGbn=month&yyyymmdd=202206,2206,JYP Entertainment,-59,196,,Charmer
LOVE YOURSELF 結 `Answer`,방탄소년단,https://circlechart.kr/uploadDir/albumImg/thumb/3DE7A4752CB946289A5AF60DC8E524BD.jpg,https://circlechart.kr/data/api/chart/global?termGbn=month&yyyymmdd=202206,2206,BIGHIT MUSIC / HYBE,39,52,,IDOL
4th Album `Face the Sun`,세븐틴,https://circlechart.kr/uploadDir/albumImg/thumb/20220531_236AC2C517F4D9208AE9F07BB1FB019C.jpg,https://circlechart.kr/data/api/chart/global?termGbn=month&yyyymmdd=202206,2206,플레디스,hot,162,,Shadow
Taste of Love,TWICE,https://circlechart.kr/uploadDir/albumImg/thumb/20210615_474F07993708CD6942441459C23DE8E2.jpg,https://circlechart.kr/data/api/chart/global?termGbn=month&yyyymmdd=202206,2206,JYP Entertainment,-10,84,,Alcohol-Free
아무래도 난,주시크 (Joosiq),https://circlechart.kr/uploadDir/albumImg/thumb/20220406_EF22C7635C875591276854BB8394BCDE.jpg,https://circlechart.kr/data/api/chart/global?termGbn=month&yyyymmdd=202206,2206,뮤직레시피,27,90,,아무래도 난
조각집,아이유 (IU),https://circlechart.kr/uploadDir/albumImg/thumb/20220104_2B9CD67495E74035F6DF559D6C55D87C.jpg,https://circlechart.kr/data/api/chart/global?termGbn=month&yyyymmdd=202206,2206,EDAM엔터테인먼트,-27,100,,드라마
YOUNG-LUV.COM,STAYC(스테이씨),https://circlechart.kr/uploadDir/albumImg/thumb/20220301_E143DE967144A49DDD5C0E313A6407AB.jpg,https://circlechart.kr/data/api/chart/global?termGbn=month&yyyymmdd=202206,2206,하이업엔터테인먼트,-18,45,,RUN2U
THE SECOND STEP : CHAPTER ONE,TREASURE (트레저),https://circlechart.kr/uploadDir/albumImg/thumb/20220222_32F8B38080AFB0ECDF8972104E07B9B1.jpg,https://circlechart.kr/data/api/chart/global?termGbn=month&yyyymmdd=202206,2206,YG Entertainment,-30,63,,다라리 (DARARI)
BORDER : CARNIVAL,ENHYPEN,https://circlechart.kr/uploadDir/albumImg/thumb/20210504_E68B3C3841E712E63ED56CC96DEC1AFE.jpg,https://circlechart.kr/data/api/chart/global?termGbn=month&yyyymmdd=202206,2206,빌리프랩,-26,187,,Drunk-Dazed
내일은 미스터트롯 우승자 특전곡,임영웅,https://circlechart.kr/uploadDir/albumImg/thumb/20200407_92C736CE1FFD8DCE45C5EEE2159E7DB2.jpg,https://circlechart.kr/data/api/chart/global?termGbn=month&yyyymmdd=202206,2206,"TV CHOSUN, 쇼플레이",-37,176,,이제 나만 믿어요
낭만,BIG Naughty (서동현),https://circlechart.kr/uploadDir/albumImg/thumb/20220614_FBAAB4F4C3270063CEB7155B255B1F4D.jpg,https://circlechart.kr/data/api/chart/global?termGbn=month&yyyymmdd=202206,2206,H1GHR MUSIC,new,135,,"낭만교향곡 (Feat. CHANGMO, 박재범)"
Proof,방탄소년단,https://circlechart.kr/uploadDir/albumImg/thumb/20220614_1B75CD5F29296052C831CFED249C574F.jpg,https://circlechart.kr/data/api/chart/global?termGbn=month&yyyymmdd=202206,2206,BIGHIT MUSIC / HYBE,new,14,,Born Singer
GANADARA,박재범,https://circlechart.kr/uploadDir/albumImg/thumb/20220316_D2D18CD686B0C9A6EF99E1B9DBA1AECE.jpg,https://circlechart.kr/data/api/chart/global?termGbn=month&yyyymmdd=202206,2206,MORE VISION,-19,37,,GANADARA (Feat. 아이유)
항해,AKMU (악뮤),https://circlechart.kr/uploadDir/albumImg/thumb/D3F20FAD1F1A45E79D1DCC9366428DE5.jpg,https://circlechart.kr/data/api/chart/global?termGbn=month&yyyymmdd=202206,2206,YG Entertainment,-11,105,,"어떻게 이별까지 사랑하겠어, 널 사랑하는 거지"
Beatbox - The 2nd Album Repackage,NCT DREAM,https://circlechart.kr/uploadDir/albumImg/thumb/20220607_871DD4574741CEC6757FCA5A32E9DF01.jpg,https://circlechart.kr/data/api/chart/global?termGbn=month&yyyymmdd=202206,2206,SM Entertainment,hot,20,,Beatbox
다정히 내 이름을 부르면 (경서예지 x 전건호),"경서예지, 전건호",https://circlechart.kr/uploadDir/albumImg/thumb/20220804_DD4E7963111CEFE21991FEFF84BC2FF7.jpg,https://circlechart.kr/data/api/chart/global?termGbn=month&yyyymmdd=202206,2206,에버그로우,-12,56,,다정히 내 이름을 부르면
Celebrity,아이유 (IU),https://circlechart.kr/uploadDir/albumImg/thumb/20210202_188C7C5F43D4EE1027B6361A8AF2C7D0.jpg,https://circlechart.kr/data/api/chart/global?termGbn=month&yyyymmdd=202206,2206,EDAM엔터테인먼트,-12,61,,Celebrity
KILL THIS LOVE,BLACKPINK,https://circlechart.kr/uploadDir/albumImg/thumb/82A38810C323491B929A72F886C82362.jpg,https://circlechart.kr/data/api/chart/global?termGbn=month&yyyymmdd=202206,2206,YG Entertainment,-4,69,,Kill This Love
What is Love?,TWICE,https://circlechart.kr/uploadDir/albumImg/thumb/EEA74F5460484A3DA8568482DCFF8D56.png,https://circlechart.kr/data/api/chart/global?termGbn=month&yyyymmdd=202206,2206,JYP Entertainment,-17,96,,What is Love?
Dynamite,방탄소년단,https://circlechart.kr/uploadDir/albumImg/thumb/20200825_131C7D85852510037E916A55C83A600E.jpg,https://circlechart.kr/data/api/chart/global?termGbn=month&yyyymmdd=202206,2206,BIGHIT MUSIC / HYBE,-,6,,Dynamite
사랑인가 봐 (사내맞선 OST 스페셜 트랙),멜로망스(Melomance),https://circlechart.kr/uploadDir/albumImg/thumb/20220222_E9D5783B78ECFDCB54974DC81EC36BDF.jpg,https://circlechart.kr/data/api/chart/global?termGbn=month&yyyymmdd=202206,2206,플렉스엠,-4,17,,사랑인가 봐
Summer Nights,TWICE,https://circlechart.kr/uploadDir/albumImg/thumb/31D4C364C5BB4FDF9414B889CA05AC8B.png,https://circlechart.kr/data/api/chart/global?termGbn=month&yyyymmdd=202206,2206,JYP Entertainment,-10,148,,Dance The Night Away
`The ReVe Festival` Finale,레드벨벳(Red Velvet),https://circlechart.kr/uploadDir/albumImg/thumb/BAECA08B41C3486395EC99A9E3D091EE.jpg,https://circlechart.kr/data/api/chart/global?termGbn=month&yyyymmdd=202206,2206,SM Entertainment,-18,94,,Psycho
THE ALBUM,BLACKPINK,https://circlechart.kr/uploadDir/albumImg/thumb/20201006_19D1D69951DD4A1A2564BF5400D31690.jpg,https://circlechart.kr/data/api/chart/global?termGbn=month&yyyymmdd=202206,2206,YG Entertainment,-26,108,,Pretty Savage
STEREOTYPE,STAYC(스테이씨),https://circlechart.kr/uploadDir/albumImg/thumb/20210914_2D97D97CBA2D57E56D041229B4D7CAD5.jpg,https://circlechart.kr/data/api/chart/global?termGbn=month&yyyymmdd=202206,2206,하이업엔터테인먼트,-36,170,,색안경 (STEREOTYPE)
봉춤을 추네,잔나비,https://circlechart.kr/uploadDir/albumImg/thumb/53E7B1511B034C749C8EA54EA6226865.jpg,https://circlechart.kr/data/api/chart/global?termGbn=month&yyyymmdd=202206,2206,페포니 뮤직,12,173,,사랑하긴 했었나요 스쳐가는 인연이었나요 짧지않은 우리 함께했던 시간들이 자꾸 내 마음을 가둬두네
최고의 사랑 OST Part 4,아이유 (IU),https://circlechart.kr/uploadDir/albumImg/thumb/DC227F8EB3DC4ABA95819EE17B1182A3.jpg,https://circlechart.kr/data/api/chart/global?termGbn=month&yyyymmdd=202206,2206,더그루브엔터테인먼트,-26,106,,내 손을 잡아
Dear OHMYGIRL,오마이걸 (OH MY GIRL),https://circlechart.kr/uploadDir/albumImg/thumb/20210518_DC9FD5A0A8546C1591D03C04465393A8.jpg,https://circlechart.kr/data/api/chart/global?termGbn=month&yyyymmdd=202206,2206,WM엔터테인먼트,-21,113,,Dun Dun Dance
4th Album `Face the Sun`,세븐틴,https://circlechart.kr/uploadDir/albumImg/thumb/20220531_58A2A0BB66FF6B434B9BBC57FE77E791.jpg,https://circlechart.kr/data/api/chart/global?termGbn=month&yyyymmdd=202206,2206,플레디스,hot,104,,DON QUIXOTE
FEARLESS,LE SSERAFIM (르세라핌),https://circlechart.kr/uploadDir/albumImg/thumb/20220510_43D2A1B0685070353CAC91CF9FD7DC03.jpg,https://circlechart.kr/data/api/chart/global?termGbn=month&yyyymmdd=202206,2206,쏘스뮤직,22,150,,Sour Grapes
전설,잔나비,https://circlechart.kr/uploadDir/albumImg/thumb/649B555B60D64DF8BD8FC69F7593D9B8.jpg,https://circlechart.kr/data/api/chart/global?termGbn=month&yyyymmdd=202206,2206,페포니 뮤직,8,175,,주저하는 연인들을 위해
"9집 Goodbye, Grief.",자우림,https://circlechart.kr/uploadDir/albumImg/thumb/59D4E8E6A9EF48A6BCE1BB5FA992D3E9.jpg,https://circlechart.kr/data/api/chart/global?termGbn=month&yyyymmdd=202206,2206,사운드홀릭,-30,114,,"스물다섯, 스물하나"
LOVE YOURSELF 承 `Her`,방탄소년단,https://circlechart.kr/uploadDir/albumImg/thumb/0CEA025CB2394AA7991F9E8EB3BF6A82.jpg,https://circlechart.kr/data/api/chart/global?termGbn=month&yyyymmdd=202206,2206,BIGHIT MUSIC / HYBE,58,98,,보조개
Return,iKON,https://circlechart.kr/uploadDir/albumImg/thumb/843E6B41A7164778AE08B19AFD7476BA.png,https://circlechart.kr/data/api/chart/global?termGbn=month&yyyymmdd=202206,2206,YG Entertainment,-21,171,,사랑을 했다 (LOVE SCENARIO)
MAP OF THE SOUL : 7,방탄소년단,https://circlechart.kr/uploadDir/albumImg/thumb/20200225_D761A443B009FE10F20CB4EC4FB74B5F.jpg,https://circlechart.kr/data/api/chart/global?termGbn=month&yyyymmdd=202206,2206,BIGHIT MUSIC / HYBE,40,60,,ON
LOVE YOURSELF 轉 `Tear`,방탄소년단,https://circlechart.kr/uploadDir/albumImg/thumb/086F4A817B584F7A94844EBC728454EC.png,https://circlechart.kr/data/api/chart/global?termGbn=month&yyyymmdd=202206,2206,BIGHIT MUSIC / HYBE,-38,182,,Magic Shop
Butter,방탄소년단,https://circlechart.kr/uploadDir/albumImg/thumb/20210525_64B5C7C1EACE0661878323F997D8192B.jpg,https://circlechart.kr/data/api/chart/global?termGbn=month&yyyymmdd=202206,2206,BIGHIT MUSIC / HYBE,-,8,,Butter
ELEVEN,IVE (아이브),https://circlechart.kr/uploadDir/albumImg/thumb/20211207_23F26B43EC5FA791DDB3F7FE704E67B9.jpg,https://circlechart.kr/data/api/chart/global?termGbn=month&yyyymmdd=202206,2206,스타쉽엔터테인먼트,-1,12,,ELEVEN
DUMB DUMB,전소미,https://circlechart.kr/uploadDir/albumImg/thumb/20210810_783F6C524A2F88E8E9864DD898048371.jpg,https://circlechart.kr/data/api/chart/global?termGbn=month&yyyymmdd=202206,2206,The Black Label,-21,172,,DUMB DUMB
IN生,Stray Kids (스트레이 키즈),https://circlechart.kr/uploadDir/albumImg/thumb/20200922_85910C9728ED8B3767B9DFE14B1BA750.jpg,https://circlechart.kr/data/api/chart/global?termGbn=month&yyyymmdd=202206,2206,JYP Entertainment,-14,180,,Back Door
화양연화 Young Forever,방탄소년단,https://circlechart.kr/uploadDir/albumImg/thumb/F3B766E65979472483B2A297DB8A2367.jpg,https://circlechart.kr/data/api/chart/global?termGbn=month&yyyymmdd=202206,2206,BIGHIT MUSIC / HYBE,hot,55,,불타오르네 (FIRE)
NOEASY,Stray Kids (스트레이 키즈),https://circlechart.kr/uploadDir/albumImg/thumb/20210831_4C0F3E85E15AAEBA7C79FEA3D9E45D31.jpg,https://circlechart.kr/data/api/chart/global?termGbn=month&yyyymmdd=202206,2206,JYP Entertainment,-19,97,,소리꾼
Savage - The 1st Mini Album,aespa,https://circlechart.kr/uploadDir/albumImg/thumb/20211012_1041858F8DE240B944F18E04C24B37F2.jpg,https://circlechart.kr/data/api/chart/global?termGbn=month&yyyymmdd=202206,2206,SM Entertainment,-5,31,,Savage
Skool Luv Affair,방탄소년단,https://circlechart.kr/uploadDir/albumImg/thumb/E5091B84168D4F52A26F5859BB0E485C.jpg,https://circlechart.kr/data/api/chart/global?termGbn=month&yyyymmdd=202206,2206,BIGHIT MUSIC / HYBE,hot,87,,상남자 (Boy In Luv)
Darl+ing,세븐틴,https://circlechart.kr/uploadDir/albumImg/thumb/20220419_7780B08E0FCBADF0B1361C3A69249B90.jpg,https://circlechart.kr/data/api/chart/global?termGbn=month&yyyymmdd=202206,2206,플레디스,2,29,,Darl+ing
LALISA,리사 (LISA),https://circlechart.kr/uploadDir/albumImg/thumb/20210914_2735293BDF1A8BE0D54B54B115D02AC5.jpg,https://circlechart.kr/data/api/chart/global?termGbn=month&yyyymmdd=202206,2206,YG Entertainment,-4,18,,MONEY
MAP OF THE SOUL : 7,방탄소년단,https://circlechart.kr/uploadDir/albumImg/thumb/20200225_1638F9ABCD7BEECC61CD0AE9B835B94A.jpg,https://circlechart.kr/data/api/chart/global?termGbn=month&yyyymmdd=202206,2206,BIGHIT MUSIC / HYBE,hot,92,,Moon
Queendom - The 6th Mini Album,레드벨벳(Red Velvet),https://circlechart.kr/uploadDir/albumImg/thumb/20210824_BCEE0D2ACB2BF58F42CE2D2818077F16.jpg,https://circlechart.kr/data/api/chart/global?termGbn=month&yyyymmdd=202206,2206,SM Entertainment,-28,126,,Queendom
Season Note,다비치,https://circlechart.kr/uploadDir/albumImg/thumb/20220524_03201E6ED41162CD27DF5305AB818956.jpg,https://circlechart.kr/data/api/chart/global?termGbn=month&yyyymmdd=202206,2206,WAKEONE,hot,68,,팡파레
우리들의 블루스 OST Part 4,"지민, 하성운",https://circlechart.kr/uploadDir/albumImg/thumb/20220503_1734250AFB6024F3E61821FA2BDEEAEF.jpg,https://circlechart.kr/data/api/chart/global?termGbn=month&yyyymmdd=202206,2206,냠냠엔터테인먼트,-12,22,,With you
